2019-06-28 20:06:31,129 [  42966]   INFO - ellij.project.impl.ProjectImpl - 164 project components initialized in 5478 ms 
2019-06-28 20:06:31,516 [  43353]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 320 ms 
2019-06-28 20:06:31,660 [  43497]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2019-06-28 20:06:32,204 [  44041]   WARN - j.ui.mac.MacMainFrameDecorator - no url bundle present. 
To use platform protocol handler to open external links specify required protocols in the mac app layout section of the build file
Example: args.urlSchemes = ["your-protocol"] will handle following links: your-protocol://open?file=file&line=line 
2019-06-28 20:06:32,535 [  44372]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2019-06-28 20:06:35,470 [  47307]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@51b64742 
2019-06-28 20:06:35,514 [  47351]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=32.71ms, average=4.09ms, median=6.90ms; number of icons: 8 
2019-06-28 20:06:35,514 [  47351]   INFO - ntellij.internal.IconsLoadTime - SVG load time: ide_startup=706.41ms, average=14.13ms, median=10.24ms; number of icons: 50 
2019-06-28 20:06:35,546 [  47383]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 72ms; general responsiveness: ok; EDT responsiveness: ok 
